Genre, Descriptors
Abstract Hip Hop, food, sampling, concept album, playful, humorous, abstract, quirky, alcohol
Art Pop, passionate, cold, lush, ethereal, atmospheric, introspective, anxious, romantic
Art Pop, passionate, playful, romantic, eclectic, rhythmic, love, sensual, party
Art Pop, sensual, sexual, romantic, winter, ethereal, lush, passionate, atmospheric
Art Punk, rhythmic, poetic, cryptic, technical, introspective, philosophical, urban, existential
Art Rock, anxious, sombre, atmospheric, melancholic, cryptic, cold, abstract, lonely
Art Rock, atmospheric, lonely, futuristic, abstract, cryptic, sombre, melancholic, surreal
Art Rock, cold, futuristic, melancholic, atmospheric, anxious, cryptic, abstract, sombre
Art Rock, death, dark, introspective, poetic, melancholic, concept album, funereal, existential
Art Rock, drugs, anxious, lonely, cocaine, introspective, passionate, cryptic, alienation
Art Rock, drugs, raw, avant-garde, sexual, noisy, urban, eclectic, hedonism
Art Rock, futuristic, atmospheric, abstract, cold, progressive, anxious, mysterious, complex
Art Rock, longing, melancholic, passionate, lush, sentimental, love, bittersweet, poetic
Art Rock, lush, introspective, melancholic, mellow, bittersweet, atmospheric, warm, ethereal
Art Rock, peaceful, atmospheric, meditative, surreal, mysterious, calm, futuristic, progressive
Art Rock, philosophical, atmospheric, existential, concept album, introspective, psychedelic, mellow, progressive
Art Rock, political, eclectic, anxious, sombre, cryptic, melancholic, conscious, alienation
Art Rock, uncommon time signatures, technical, rhythmic, complex, anxious, progressive, quirky, energetic
Avant-Folk, avant-garde, death, atmospheric, nature, concept album, ritualistic, spiritual, existential
Avant-Garde Jazz, instrumental, complex, passionate, suite, dense, avant-garde, technical, suspenseful
Avant-Prog, infernal, chaotic, complex, technical, manic, dense, progressive, concept album
Baggy, melodic, psychedelic, uplifting, lush, playful, energetic, summer, rhythmic
Baroque Pop, Wall of Sound, bittersweet, love, warm, lush, melodic, romantic, introspective
Baroque Pop, lush, ethereal, melodic, longing, romantic, soft, bittersweet, love
Baroque Pop, psychedelic, playful, surreal, complex, avant-garde, melodic, Wall of Sound, progressive
Blues Rock, drugs, sexual, hedonism, energetic, raw, rebellious, passionate, melodic
Blues Rock, psychedelic, drugs, surreal, sensual, energetic, raw, sexual, passionate
Blues Rock, psychedelic, energetic, drugs, sexual, raw, heavy, hedonism, hypnotic
Boom Bap, crime, urban, dark, atmospheric, violence, rhythmic, sampling, nocturnal
Boom Bap, optimistic, urban, conscious, sampling, philosophical, rhythmic, boastful, introspective
Boom Bap, urban, crime, introspective, sampling, conscious, rhythmic, drugs, philosophical
Boom Bap, urban, raw, aggressive, crime, boastful, violence, rhythmic, dark
Bossa nova, mellow, tropical, warm, summer, soft, romantic, peaceful, calm
Brutal Death Metal, aggressive, manic, technical, heavy, violence, death, chaotic, misanthropic
Canción melódica, passionate, orchestral, epic, sentimental, love, longing, triumphant, lush
Chamber Folk, peaceful, ethereal, aquatic, calm, soothing, nature, lush, soft
Chamber Folk, poetic, passionate, pastoral, complex, lush, spring, progressive, melodic
Chamber Folk, poetic, pastoral, lush, passionate, warm, complex, autumn, melodic
Chamber Pop, bittersweet, warm, melancholic, soft, poetic, romantic, melodic, LGBTQ
Chamber Pop, concept album, lush, melodic, Christian, bittersweet, history, warm, sentimental
Chicago Soul, conscious, passionate, political, uplifting, warm, rhythmic, lush, sentimental
Chipmunk Soul, humorous, sampling, conscious, playful, passionate, boastful, satirical, sarcastic
Christian Hip Hop, Christian, spiritual, atmospheric, introspective, minimalistic, death, sampling, ethereal
Christian Hip Hop, Christian, spiritual, uplifting, optimistic, triumphant, passionate, introspective, conscious
Christmas Music, Christmas, warm, winter, mellow, sentimental, peaceful, Christian, crooning
Conscious Hip Hop, concept album, urban, crime, conscious, introspective, Christian, passionate, violence
Conscious Hip Hop, conscious, lush, urban, warm, rhythmic, introspective, mellow, boastful
Conscious Hip Hop, conscious, urban, political, concept album, rhythmic, drugs, introspective, Christian
Conscious Hip Hop, introspective, conscious, death, existential, sampling, rhythmic, urban, serious
Conscious Hip Hop, introspective, conscious, poetic, serious, concept album, eclectic, spiritual, bittersweet
Conscious Hip Hop, lush, orchestral, introspective, conscious, uplifting, eclectic, triumphant, rhythmic
Conscious Hip Hop, political, conscious, bittersweet, sampling, urban, mellow, rhythmic, death
Conscious Hip Hop, political, conscious, concept album, poetic, introspective, urban, protest, eclectic
Conscious Hip Hop, sampling, introspective, conscious, urban, rhythmic, boastful, crime, energetic
Conscious Hip Hop, urban, conscious, political, uplifting, rhythmic, poetic, passionate, sampling
Contemporary Folk, acoustic, melancholic, lonely, introspective, mellow, poetic, calm, soft
Contemporary Folk, poetic, acoustic, introspective, melancholic, sombre, philosophical, love, serious
Contemporary Folk, soft, calm, acoustic, sparse, soothing, warm, minimalistic, mellow
Contemporary R&B, angry, eclectic, passionate, conscious, protest, melodic, energetic, manic
Contemporary R&B, eclectic, playful, sexual, passionate, warm, sensual, rhythmic, love
Contemporary R&B, energetic, romantic, melodic, party, rhythmic, playful, love, passionate
Contemporary R&B, energetic, romantic, melodic, party, rhythmic, playful, love, passionate
Contemporary R&B, introspective, sexual, sensual, nocturnal, passionate, concept album, LGBTQ, rhythmic
Country Rock, bittersweet, pastoral, raw, melancholic, warm, melodic, romantic, passionate
Dance-Pop, longing, sentimental, energetic, passionate, love, anthemic, melodic, ballad
Dance-Pop, playful, energetic, romantic, optimistic, urban, rhythmic, love, uplifting
Dance-Pop, playful, energetic, romantic, optimistic, urban, rhythmic, love, uplifting
Dance-Pop, rhythmic, party, love, melodic, sexual, passionate, energetic, romantic
Disco, party, happy, energetic, love, rhythmic, warm, lush, passionate
Disco, party, rhythmic, melodic, nocturnal, uplifting, love, lush, energetic
Disco, rhythmic, party, lush, melodic, eclectic, uplifting, playful, bittersweet
Downtempo, atmospheric, eclectic, sampling, poetic, lush, hypnotic, nocturnal, psychedelic
Dream Pop, bittersweet, ethereal, passionate, mellow, atmospheric, psychedelic, melodic, lush
Dream Pop, ethereal, atmospheric, lush, cryptic, soothing, warm, romantic, sensual
Dream Pop, ethereal, atmospheric, mysterious, cryptic, lush, nocturnal, melodic, hypnotic
Dream Pop, melancholic, ethereal, atmospheric, mellow, romantic, soothing, bittersweet, sentimental
Dream Pop, soothing, mellow, atmospheric, lush, warm, peaceful, playful, bittersweet
Drill and Bass, complex, instrumental, eclectic, mechanical, chaotic, energetic, avant-garde, rhythmic
Drill and Bass, playful, complex, instrumental, quirky, energetic, rhythmic, atmospheric, mechanical
Drone, ethereal, atmospheric, cold, winter, hypnotic, lo-fi, occult, psychedelic
Drone, ritualistic, hypnotic, dark, spiritual, noisy, psychedelic, avant-garde, repetitive
Electronic, anxious, dark, mysterious, atmospheric, cold, sombre, introspective, mechanical
Electronic, hypnotic, nature, atmospheric, mysterious, rhythmic, abstract, melancholic, forest
Electropop, cold, breakup, lonely, melancholic, introspective, love, sad, melodic
Electropop, eclectic, concept album, summer, conscious, warm, playful, aquatic, melodic
Electropop, party, introspective, hedonism, rhythmic, energetic, bittersweet, existential, boastful
Experimental Hip Hop, aggressive, sampling, political, sarcastic, manic, boastful, violence, vulgar
Experimental Hip Hop, chaotic, sampling, noisy, energetic, eclectic, dense, raw, playful
Experimental Hip Hop, drugs, dark, manic, psychedelic, chaotic, sexual, abstract, anxious
Experimental Hip Hop, eclectic, sampling, dense, psychedelic, rebellious, nocturnal, boastful, rhythmic
Experimental Hip Hop, surreal, sampling, eclectic, dense, humorous, chaotic, psychedelic, playful
Experimental Hip Hop, vulgar, manic, aggressive, boastful, sampling, noisy, sexual, angry
Experimental Rock, apocalyptic, repetitive, epic, ominous, dark, mysterious, ritualistic, atmospheric
Experimental Rock, noisy, drugs, raw, sexual, lo-fi, dissonant, LGBTQ, chaotic
Experimental Rock, repetitive, epic, atmospheric, hypnotic, noisy, aggressive, heavy, ritualistic
Experimental Rock, sombre, ominous, atmospheric, disturbing, dark, lonely, misanthropic, mysterious
Film Soundtrack, love, pastiche, adolescence, theatrical, nostalgia, melodic, bittersweet, soft
Film Soundtrack, melodic, passionate
Folk Rock, introspective, melancholic, bittersweet, pastoral, mellow, poetic, lonely, melodic
Folk Rock, melancholic, bittersweet, sports, sad, death, pastoral, mellow, introspective
Folk Rock, passionate, pastoral, energetic, eclectic, longing, melodic, hedonism, rhythmic
Folk Rock, poetic, cryptic, surreal, sarcastic, passionate, conscious, rebellious, introspective
Folk Rock, poetic, sarcastic, satirical, surreal, cryptic, conscious, humorous, political
Folk Rock, poetic, surreal, sarcastic, cryptic, bittersweet, romantic, introspective, playful
Free Jazz, lo-fi, noisy, chaotic, avant-garde, improvisation, passionate, instrumental, energetic
French House, party, energetic, futuristic, rhythmic, sampling, happy, repetitive, playful
French House, party, sampling, futuristic, energetic, rhythmic, repetitive, playful, happy
Funk Rock, psychedelic, rhythmic, apocalyptic, hypnotic, passionate, political, playful, drugs
Future Garage, urban, nocturnal, atmospheric, lonely, melancholic, sampling, cold, mysterious
Gangsta Rap, crime, boastful, sexual, urban, vulgar, nihilistic, drugs, violence
Gangsta Rap, crime, drugs, urban, sampling, violence, boastful, lush, vulgar
Garage Rock, raw, energetic, sexual, manic, aggressive, chaotic, noisy, rebellious
Garage Rock Revival, energetic, urban, sarcastic, rhythmic, raw, party, alcohol, hedonism
Garage Rock Revival, urban, energetic, melodic, apathetic, raw, bittersweet, rhythmic, rebellious
Glam Rock, science fiction, melodic, concept album, passionate, anthemic, bittersweet, energetic, triumphant
Glitch Pop, futuristic, mechanical, atmospheric, playful, abstract, ethereal, psychedelic, lush
Gothic Rock, dark, cold, depressive, sombre, atmospheric, ominous, nihilistic, pessimistic
Gothic Rock, melancholic, romantic, ethereal, atmospheric, nocturnal, love, lush, bittersweet
Grunge, drugs, depressive, heavy, dark, pessimistic, angry, self-hatred, sombre
Grunge, noisy, raw, pessimistic, angry, sarcastic, dissonant, anxious, self-hatred
Grunge, raw, heavy, energetic, angry, noisy, rebellious, misanthropic, aggressive
Grunge, rebellious, energetic, sarcastic, angry, apathetic, alienation, anxious, passionate
Hard Bop, improvisation, instrumental, acoustic, rhythmic, passionate, energetic, playful, warm
Hard Bop, instrumental, improvisation, energetic, technical, acoustic, melodic, uplifting, rhythmic
Hard Bop, technical, instrumental, improvisation, energetic, acoustic, rhythmic, complex, playful
Hard Rock, energetic, eclectic, rhythmic, melodic, epic, raw, passionate, longing
Hard Rock, energetic, heavy, sexual, raw, passionate, hedonism, rebellious, boastful
Hard Rock, fantasy, folklore, energetic, passionate, rhythmic, melodic, rebellious, heavy
Hard Rock, sexual, energetic, heavy, raw, hedonism, passionate, boastful, rhythmic
Hardcore Hip Hop, aggressive, anxious, misanthropic, manic, nihilistic, dark, cryptic, raw
Hardcore Hip Hop, dark, urban, crime, atmospheric, cold, sampling, philosophical, ominous
Hardcore Hip Hop, drugs, crime, sampling, boastful, aggressive, urban, violence, dark
Hardcore Hip Hop, misanthropic, vulgar, violence, sarcastic, humorous, hateful, angry, crime
Hardcore Hip Hop, vulgar, concept album, sarcastic, humorous, summer, angry, bittersweet, playful
Hardcore Punk, political, satirical, energetic, sarcastic, rebellious, humorous, raw, manic
Heavy Metal, energetic, epic, melodic, history, anthemic, triumphant, violence, war
Heavy Metal, energetic, fantasy, epic, heavy, anthemic, science fiction, passionate, aggressive
Heavy Metal, heavy, dark, political, ominous, pessimistic, drugs, funereal, alienation
Heavy Metal, heavy, dark, rhythmic, nocturnal, drugs, sombre, alienation, ominous
Heavy Metal, heavy, energetic, melodic, anthemic, dark, rhythmic, introspective, aggressive
Heavy Metal, heavy, progressive, philosophical, introspective, pessimistic, ominous, dark, energetic
Heavy Metal, occult, dark, ominous, heavy, fantasy, psychedelic, sombre, funereal
Hip Hop, boastful, aggressive, energetic, introspective, rhythmic, conscious, sampling, angry
Hip Hop, boastful, hedonism, sampling, warm, summer, lush, rhythmic, eclectic
Hip Hop, introspective, eclectic, sexual, love, lush, sampling, LGBTQ, aggressive
Hip Hop, introspective, lush, lonely, LGBTQ, warm, summer, love, longing
Hip Hop, mellow, urban, atmospheric, conscious, nocturnal, science fiction, philosophical, rhythmic
Hip Hop, political, sarcastic, vulgar, angry, rhythmic, humorous, sampling, misanthropic
Hyperpop, chaotic, playful, eclectic, quirky, noisy, humorous, manic, melodic
Hyperpop, longing, love, noisy, lonely, introspective, sentimental, romantic, bittersweet
IDM, atmospheric, hypnotic, mysterious, mellow, instrumental, rhythmic, psychedelic, sampling
IDM, mysterious, psychedelic, surreal, atmospheric, ominous, hypnotic, sampling, cryptic
Indie Folk, death, melancholic, sad, acoustic, soft, poetic, peaceful, introspective
Indie Folk, eclectic, pastoral, soothing, bittersweet, peaceful, love, poetic, longing
Indie Folk, lonely, melancholic, lo-fi, nature, introspective, forest, atmospheric, noisy
Indie Folk, passionate, poetic, cryptic, surreal, death, bittersweet, acoustic, melodic
Indie Pop, bittersweet, melancholic, ethereal, melodic, mellow, love, soothing, lush
Indie Rock, LGBTQ, passionate, introspective, sentimental, love, concept album, bittersweet, longing
Indie Rock, anxious, angry, raw, lonely, passionate, existential, alcohol, sarcastic
Indie Rock, bittersweet, melancholic, poetic, sentimental, love, autumn, melodic, introspective
Indie Rock, bittersweet, sentimental, melancholic, melodic, warm, passionate, summer, atmospheric
Indie Rock, energetic, playful, anxious, manic, noisy, raw, humorous, sarcastic
Indie Rock, passionate, death, melancholic, bittersweet, autumn, melodic, uplifting, poetic
Indie Rock, philosophical, introspective, bittersweet, melancholic, complex, atmospheric, existential, melodic
Indie Rock, playful, bittersweet, cryptic, melodic, sarcastic, satirical, summer, humorous
Indie Rock, raw, energetic, noisy, playful, humorous, manic, chaotic, quirky
Indie Rock, sombre, mysterious, melancholic, cryptic, cold, atmospheric, lonely, autumn
Indietronica, energetic, bittersweet, rhythmic, passionate, eclectic, sarcastic, futuristic, urban
Indietronica, rhythmic, energetic, repetitive, bittersweet, urban, sarcastic, introspective, quirky
Industrial Hip Hop, aggressive, manic, chaotic, noisy, energetic, vulgar, cryptic, nihilistic
Industrial Hip Hop, aggressive, manic, noisy, energetic, angry, cryptic, raw, nihilistic
Industrial Rock, depressive, dark, sombre, angry, introspective, atmospheric, noisy, existential
Industrial Rock, suicide, misanthropic, angry, depressive, self-hatred, dark, nihilistic, concept album
Instrumental Hip Hop, sampling, bittersweet, instrumental, playful, eclectic, rhythmic, warm, repetitive
Instrumental Hip Hop, sampling, instrumental, atmospheric, nocturnal, urban, mysterious, rhythmic, hypnotic
Jangle Pop, lonely, sarcastic, melancholic, poetic, melodic, bittersweet, humorous, introspective
Jangle Pop, melancholic, poetic, bittersweet, introspective, melodic, LGBTQ, love, lonely
Jazz Fusion, instrumental, atmospheric, nocturnal, mellow, improvisation, mysterious, soothing, meditative
Jazz Fusion, psychedelic, instrumental, avant-garde, atmospheric, surreal, hypnotic, repetitive, rhythmic
Jazz Fusion, psychedelic, instrumental, improvisation, complex, dense, mysterious, atmospheric, avant-garde
Jazz Rap, peaceful, sampling, mellow, soothing, bittersweet, warm, atmospheric, uplifting
Jazz Rap, rhythmic, mellow, urban, sampling, conscious, playful, boastful, nocturnal
Jazz Rap, urban, rhythmic, boastful, nocturnal, dark, raw, playful, conscious
Jazz Rap, urban, rhythmic, nocturnal, playful, sampling, mellow, boastful, poetic
Jazz-Funk, instrumental, rhythmic, playful, energetic, improvisation, happy, psychedelic, progressive
Jazz-Rock, complex, playful, technical, energetic, progressive, instrumental, dense, quirky
Jazz-Rock, lush, mellow, soft, warm, complex, nocturnal, melodic, bittersweet
Jazz-Rock, manic, satirical, sexual, progressive, technical, energetic, complex, quirky
Krautrock, hypnotic, warm, atmospheric, rhythmic, psychedelic, tropical, mellow, summer
Krautrock, psychedelic, surreal, hypnotic, avant-garde, rhythmic, improvisation, cryptic, repetitive
Krautrock, rhythmic, psychedelic, surreal, hypnotic, avant-garde, cryptic, playful, mysterious
MPB, happy, playful, summer, warm, uplifting, energetic, tropical, melodic
MPB, passionate, warm, lush, melodic, bittersweet, summer, eclectic, poetic
MPB, political, poetic, urban, protest, conscious, melancholic, existential, sombre
MPB, warm, uplifting, tropical, summer, playful, occult, lush, mythology
Mathcore, angry, chaotic, aggressive, manic, noisy, heavy, breakup, technical
Merseybeat, love, melodic, romantic, energetic, happy, uplifting, bittersweet, passionate
Merseybeat, love, melodic, romantic, energetic, optimistic, vocal group, happy, playful
Midwest Emo, lonely, melancholic, autumn, breakup, bittersweet, uncommon time signatures, sentimental, mellow
Minimalism, repetitive, hypnotic, rhythmic, ethereal, minimalistic, atmospheric, soothing, polyphonic
Modal Jazz, instrumental, improvisation, warm, technical, passionate, acoustic, bittersweet, playful
Modal Jazz, instrumental, mellow, nocturnal, soothing, improvisation, calm, acoustic, progressive
Neo-Psychedelia, aquatic, playful, psychedelic, humorous, eclectic, surreal, quirky, melodic
Neo-Psychedelia, atmospheric, lush, repetitive, psychedelic, mellow, hypnotic, aquatic, suite
Neo-Psychedelia, eclectic, drugs, surreal, psychedelic, bittersweet, quirky, melancholic, atmospheric
Neo-Psychedelia, lush, psychedelic, ethereal, surreal, dense, melodic, love, concept album
Neo-Soul, breakup, LGBTQ, love, concept album, lush, sentimental, longing, sampling
Neo-Soul, love, Christian, warm, romantic, breakup, conscious, passionate, urban
Neo-Soul, romantic, political, conscious, rhythmic, sexual, urban, sensual, love
Neo-Soul, sensual, sexual, rhythmic, romantic, mellow, passionate, urban, love
New Jack Swing, rhythmic, passionate, sexual, eclectic, energetic, romantic, urban, uplifting
New Wave, anxious, rhythmic, sarcastic, energetic, quirky, playful, abstract, urban
New Wave, energetic, rhythmic, playful, anxious, urban, humorous, sarcastic, quirky
New Wave, energetic, rhythmic, quirky, playful, uplifting, passionate, melodic, philosophical
New Wave, playful, rhythmic, quirky, energetic, party, sarcastic, anxious, warm
New Wave, political, energetic, eclectic, rebellious, rhythmic, passionate, conscious, urban
New Wave, rhythmic, anxious, energetic, abstract, playful, repetitive, quirky, cryptic
Noise Rock, complex, manic, noisy, chaotic, dissonant, technical, playful, abstract
Noise Rock, energetic, raw, anxious, noisy, urban, rebellious, dissonant, apathetic
Noise Rock, noisy, manic, aggressive, abstract, raw, misanthropic, nihilistic, cryptic
Nu Metal, heavy, aggressive, anxious, energetic, passionate, sexual, angry, rhythmic
Plunderphonics, sampling, summer, tropical, warm, eclectic, party, rhythmic, uplifting
Pop Punk, energetic, playful, humorous, melodic, rebellious, alienation, sarcastic, anthemic
Pop Punk, political, melodic, energetic, rebellious, anthemic, passionate, angry, alienation
Pop Rap, boastful, epic, passionate, hedonism, sampling, vulgar, anthemic, introspective
Pop Rap, boastful, religious, vulgar, manic, sexual, eclectic, sampling, passionate
Pop Rap, boastful, sampling, urban, rhythmic, hedonism, triumphant, playful, energetic
Pop Rap, introspective, love, sampling, existential, bittersweet, melancholic, sentimental, passionate
Pop Rap, sampling, humorous, lush, conscious, passionate, uplifting, warm, introspective
Pop Rap, spiritual, psychedelic, sampling, uplifting, introspective, passionate, eclectic, bittersweet
Pop Rap, triumphant, boastful, anthemic, uplifting, sampling, optimistic, melodic, happy
Pop Rock, Wall of Sound, spiritual, uplifting, introspective, existential, religious, melodic, passionate
Pop Rock, breakup, bittersweet, melodic, mellow, passionate, soft, melancholic, warm
Pop Rock, eclectic, melodic, playful, quirky, love, introspective, energetic, humorous
Pop Rock, mellow, bittersweet, melancholic, melodic, soft, nocturnal, introspective, soothing
Pop Rock, melodic, bittersweet, warm, passionate, energetic, playful, uplifting, melancholic
Pop Rock, melodic, love, bittersweet, autumn, mellow, romantic, melancholic, eclectic
Pop Rock, melodic, love, romantic, bittersweet, uplifting, longing, energetic, nostalgia
Pop Rock, melodic, love, warm, passionate, eclectic, uplifting, playful, bittersweet
Pop Rock, melodic, playful, quirky, lush, warm, introspective, poetic, sarcastic
Pop Rock, melodic, warm, medley, uplifting, bittersweet, love, summer, lush
Pop Rock, playful, warm, melodic, pastoral, quirky, eclectic, spring, uplifting
Pop Rock, psychedelic, melodic, eclectic, playful, quirky, surreal, warm, happy
Pop Rock, sexual, energetic, playful, sensual, melodic, romantic, love, rhythmic
Pop Soul, breakup, melodic, love, passionate, lush, introspective, bittersweet, sad
Pop Soul, lush, love, passionate, melodic, bittersweet, introspective, sad, longing
Post-Bop, instrumental, energetic, passionate, acoustic, improvisation, playful, complex, melodic
Post-Hardcore, anxious, dissonant, noisy, apathetic, rhythmic, cryptic, pessimistic, nihilistic
Post-Hardcore, energetic, passionate, cryptic, aggressive, anxious, technical, melodic, anthemic
Post-Metal, atmospheric, noisy, heavy, epic, hypnotic, dense, repetitive, psychedelic
Post-Punk, depressive, dark, lo-fi, sombre, atmospheric, suicide, nihilistic, death
Post-Punk, depressive, sombre, cold, lonely, dark, atmospheric, introspective, existential
Post-Punk, sombre, dark, cold, anxious, introspective, lonely, atmospheric, depressive
Post-Punk Revival, urban, melancholic, nocturnal, atmospheric, anxious, dark, introspective, rhythmic
Post-Rock, anxious, manic, suspenseful, monologue, progressive, introspective, complex, passionate
Post-Rock, apocalyptic, heavy, sombre, raw, epic, atmospheric, melancholic, depressive
Post-Rock, apocalyptic, instrumental, atmospheric, dark, sombre, ominous, lonely, epic
Post-Rock, atmospheric, hypnotic, repetitive, epic, dense, spiritual, ominous, ritualistic
Post-Rock, atmospheric, passionate, peaceful, introspective, religious, meditative, spiritual, soothing
Post-Rock, atmospheric, repetitive, hypnotic, aquatic, minimalistic, meditative, melancholic, epic
Post-Rock, atmospheric, spiritual, sombre, religious, introspective, sparse, melancholic, improvisation
Post-Rock, epic, dense, hypnotic, avant-garde, atmospheric, suspenseful, repetitive, spiritual
Post-Rock, ethereal, atmospheric, soothing, winter, lush, melancholic, calm, mellow
Post-Rock, instrumental, epic, atmospheric, melancholic, apocalyptic, suspenseful, suite, sampling
Post-Rock, lonely, anxious, sombre, uncommon time signatures, dark, suspenseful, atmospheric, ominous
Power Pop, melodic, energetic, bittersweet, playful, summer, anthemic, introspective, passionate
Progressive Folk, pagan, manic, disturbing, ritualistic, forest, psychedelic, progressive, folklore
Progressive Metal, sombre, atmospheric, dark, heavy, progressive, ominous, melancholic, cold
Progressive Metal, technical, complex, philosophical, progressive, uncommon time signatures, existential, aggressive, passionate
Progressive Rock, animals, political, philosophical, concept album, pessimistic, sarcastic, progressive, satirical
Progressive Rock, epic, uncommon time signatures, technical, complex, progressive, nature, lush, uplifting
Progressive Rock, fantasy, epic, progressive, complex, poetic, philosophical, surreal, technical
Progressive Rock, heavy, dark, anxious, uncommon time signatures, technical, complex, progressive, ominous
Progressive Rock, melancholic, atmospheric, progressive, concept album, introspective, longing, serious, alienation
Progressive Rock, mellow, psychedelic, atmospheric, progressive, hypnotic, mysterious, calm, surreal
Progressive Rock, poetic, melancholic, progressive, mellow, complex, existential, passionate, melodic
Progressive Rock, satirical, complex, concept album, suite, epic, progressive, sarcastic, technical
Progressive Rock, uncommon time signatures, technical, complex, avant-garde, progressive, anxious, dissonant, philosophical
Progressive Soul, uplifting, optimistic, happy, passionate, love, warm, melodic, conscious
Proto-Punk, raw, noisy, energetic, sexual, lo-fi, rebellious, heavy, hedonism
Psychedelic Pop, melodic, psychedelic, love, bittersweet, spring, romantic, peaceful, lush
Psychedelic Pop, psychedelic, melodic, playful, surreal, lush, quirky, summer, uplifting
Psychedelic Pop, psychedelic, playful, melodic, concept album, eclectic, lush, optimistic, quirky
Psychedelic Pop, psychedelic, summer, dense, uplifting, warm, happy, surreal, hypnotic
Psychedelic Rock, energetic, eclectic, psychedelic, heavy, technical, uncommon time signatures, improvisation, playful
Psychedelic Rock, psychedelic, drugs, poetic, sexual, dark, nocturnal, hedonism, mysterious
Psychedelic Rock, psychedelic, surreal, fantasy, playful, drugs, avant-garde, quirky, abstract
Rage, repetitive, drugs, aggressive, energetic, boastful, manic, nocturnal, hedonism
Rap Metal, political, protest, aggressive, rebellious, angry, energetic, heavy, rhythmic
Rock Opera, concept album, misanthropic, lonely, alienation, introspective, dark, anxious, passionate
Rock Opera, death, energetic, passionate, anthemic, melodic, concept album, epic, dark
Romanticism, orchestral, epic, triumphant, uplifting, acoustic, melodic, instrumental, choral
Samba Soul, uplifting, tropical, passionate, warm, summer, playful, happy, romantic
Shoegaze, noisy, ethereal, atmospheric, psychedelic, romantic, hypnotic, dense, love
Shoegaze, noisy, sentimental, passionate, dense, melancholic, atmospheric, psychedelic, melodic
Singer-Songwriter, acoustic, melancholic, bittersweet, sentimental, melodic, romantic, breakup, love
Singer-Songwriter, acoustic, melancholic, passionate, bittersweet, pastoral, poetic, sentimental, melodic
Singer-Songwriter, breakup, angry, poetic, melodic, passionate, bittersweet, love, introspective
Singer-Songwriter, breakup, lonely, poetic, introspective, bittersweet, love, melancholic, passionate
Singer-Songwriter, death, love, introspective, sad, melancholic, lonely, raw, sombre
Singer-Songwriter, eclectic, poetic, urban, alcohol, nocturnal, surreal, crime, dark
Singer-Songwriter, melancholic, acoustic, drugs, lonely, lo-fi, poetic, depressive, sad
Singer-Songwriter, melancholic, acoustic, poetic, pastoral, bittersweet, mellow, love, longing
Singer-Songwriter, melancholic, bittersweet, melodic, alienation, poetic, introspective, warm, love
